id+AF8-dataset,time
965,0.017132043838501
181,0.034774541854858
753,0.02062201499939
187,0.013846635818482
847,0.173492908477783
1511,0.019315719604492
979,0.320666313171387
1526,0.059262990951538
1509,2.4602518081665
1016,0.037799835205078
1546,0.021232604980469
1545,0.022132873535156
1544,0.022778749465942
1543,0.020539999008179
1542,0.019935369491577
1541,0.11530327796936
1540,0.121609210968018
1539,0.121882438659668
1538,0.117501974105835
1537,0.375371932983398
1536,0.133861541748047
1535,0.131351232528687
1534,0.133218050003052
1533,0.135483264923096
1532,0.141278028488159
1531,0.132530689239502
1530,0.025085210800171
1529,0.02504825592041
1528,0.028402328491211
1527,0.044213533401489
923,0.09394907951355
736,0.009823083877563
719,0.012227296829224
994,0.030561208724976
1508,0.016394376754761
1507,0.326958417892456
788,0.027667999267578
885,0.009937524795532
1506,0.020690202713013
1115,0.010598182678223
955,0.012164115905762
1004,0.060347318649292
770,0.017739295959473
841,0.024384737014771
1503,17.6093125343323
953,0.208041906356812
737,0.073178291320801
902,0.012380599975586
1502,2.63378977775574
826,0.020894289016724
958,0.072201251983643
1498,0.017323732376099
1520,0.038889408111572
717,0.019564867019653
1496,0.495712518692017
816,0.199820518493652
752,0.554656505584717
996,0.014012098312378
722,0.590099096298218
155,13.4493625164032
1567,20.8137676715851
354,42.5813357830048
750,0.068051099777222
1490,0.017476320266724
1019,0.252629518508911
1069,0.202225923538208
1167,0.013967514038086
1488,0.031928777694702
1021,0.123680114746094
980,0.312793731689453
959,0.193031072616577
886,0.01715612411499
784,0.010409355163574
881,0.7645423412323
880,0.015060424804688
164,0.023822069168091
995,0.182105541229248
962,0.033661842346192
1020,0.227288722991943
971,0.247829914093018
1056,0.342576503753662
733,0.012848138809204
10,0.017238855361939
941,0.012779712677002
977,0.373350620269775
1483,4.00071859359741
184,0.359343290328979
1481,0.349868774414062
807,0.18769383430481
1045,0.0374755859375
1066,0.038161277770996
1048,0.017444849014282
1073,0.016132354736328
969,0.011024236679077
823,0.327125310897827
843,0.499865055084229
821,0.863075971603394
1513,0.013838529586792
53,0.017312049865723
1565,0.016775131225586
1026,0.012738943099976
1005,0.013838052749634
714,0.011234760284424
901,0.954156160354614
805,0.054728746414185
838,0.033801794052124
855,0.020521402359009
918,0.035434722900391
933,0.024020433425903
863,0.016914129257202
932,0.023741245269775
868,0.016308784484863
878,0.012719869613648
797,0.107013702392578
723,0.059494256973267
751,0.03157639503479
937,0.054095268249512
749,0.016842126846314
896,0.034504890441895
936,0.022844791412354
873,0.034687280654907
744,0.013907432556152
832,0.025275230407715
793,0.0166175365448
716,0.024142980575562
916,0.011562824249268
768,0.017755031585693
783,0.0129234790802
806,0.098942518234253
813,0.050873994827271
715,0.054402828216553
740,0.053451776504517
920,0.057955265045166
792,0.017151832580566
879,0.033609390258789
869,0.021154880523682
877,0.034267425537109
911,0.06248950958252
794,0.02311635017395
830,0.015972852706909
922,0.024196624755859
726,0.012059211730957
775,0.018561124801636
762,0.058144807815552
866,0.094797849655151
912,0.025177001953125
903,0.060240268707275
913,0.035475015640259
766,0.094683647155762
870,0.017677307128906
779,0.035714149475098
824,0.062893867492676
769,0.035269737243652
730,0.014719724655151
746,0.024067163467407
935,0.072763204574585
876,0.095044612884522
829,0.013244152069092
812,0.01837968826294
789,0.071242332458496
837,0.102801561355591
743,0.025240421295166
917,0.057365655899048
910,0.085252285003662
888,0.056899070739746
884,0.038694620132446
926,0.035873651504517
943,0.022618532180786
732,0.071830034255982
776,0.016051769256592
773,0.025062799453735
763,0.05751371383667
850,0.027910470962525
754,0.014145851135254
889,0.017671346664429
808,0.015446901321411
904,0.100585460662842
799,0.026264667510986
849,0.061336755752564
845,0.034829139709473
1012,0.022563457489014
1473,0.013771533966065
1044,0.529025554656982
1011,0.017657995223999
931,0.020321846008301
795,0.020316123962402
827,0.020137310028076
774,0.020289182662964
818,0.016461133956909
819,0.141827344894409
803,0.103324174880981
1075,0.015311002731323
735,0.203670024871826
761,0.306748151779175
796,0.015748977661133
150,33.2531290054321
987,0.102971315383911
351,16.4709315299988
983,0.063631057739258
890,0.016418695449829
900,0.020019054412842
906,0.020361423492432
907,0.020218372344971
908,0.122744560241699
909,0.100152015686035
1560,0.093516826629639
991,0.032216548919678
23499,0.059658765792847
825,0.03052544593811
853,0.027157545089722
778,0.018434286117554
1463,0.013734817504883
725,0.164021253585815
833,0.550408363342285
997,0.018316030502319
1121,0.018440008163452
463,0.022964954376221
745,0.016733169555664
1553,0.028228044509888
1554,0.024202346801758
1552,0.039741516113281
1549,0.064857482910156
1551,0.041515827178955
1555,0.079678297042847
1547,0.035301
756,0.017070770263672
951,0.016772985458374
947,0.019118070602417
950,0.017789602279663
949,0.02005410194397
1061,0.067627668380737
1059,0.020625352859497
748,0.014615774154663
724,0.017323255538941
728,0.056909322738648
921,0.016812801361084
771,0.015379905700684
450,0.017368316650391
1025,0.018423080444336
1014,0.031121015548706
461,0.01644
875,0.040043354034424
444,0.01498818397522
448,0.015578985214233
970,0.075973987579346
764,0.017283
765,0.019235
767,0.017276287078858
734,0.595541954040527
1556,0.016913414001465
720,0.08466386795044
337,0.038365125656128
336,0.022738933563233
160,43.5020513534546
159,64.3172922134399
158,56.018162727356
157,58.3588552474976
156,57.973644733429
1100,0.071085691452026
1444,0.069772005081177
1443,0.063669
1453,0.068219184875488
1452,0.046667337417603
1451,0.052854
1442,0.100360870361328
1113,18.6188774108887
976,0.360443830490112
1446,0.035745143890381
1447,0.036871910095215
272,23.9636158943176
271,168.404836893082
141,92.7495815753937
268,77.0719482898712
264,244.371552944183
130,97.4827697277069
261,70.686642408371
125,15.7539238929749
259,14.4459908008575
123,312.655177354813
254,202.571388244629
252,301.739943265915
250,338.091642141342
249,27.8774237632751
74,82.9467689990997
72,38.7001960277557
146,167.738682985306
267,31.999048948288
265,5.74512052536011
119,1.72752451896667
727,0.926653146743774
